손님,직원
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
안녕하세요. 금요일 오후 4시 30분로 식당 예약 하려고 하는데,금요일 오후 4시 30분은 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그럼 다음에 예약할게요.,전화주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
목요일 오후 4시 30분 식당 예약 가능한가요?,기다려 주셔서 감사합니다. 확인해 보니 목요일 오후 4시 30분은 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
아 그럼 예약은 못 할 것 같네요.,알겠습니다. 다음에 다시 예약 전화를 주세요.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요 차이나게이트 입니다.
토요일 오후 4시 30분로 예약 하려구요.,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
그렇군요. 그럼 다음에 예약하겠습니다.,알겠습니다. 다음에 다시 예약 전화를 주세요.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요 차이나게이트 입니다.
금요일 오후 4시 30분로 예약하고 싶은데 가능할까요?,기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
그럼 다음에 예약할게요.,네. 다음에 뵙겠습니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요 차이나게이트 입니다.
수요일 6시 50분로 예약 하려구요.,수요일 6시 50분은 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그럼 다음에 예약할게요.,다음에 뵐 수 있기를 기대하겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네. 무엇을 도와드릴까요?
아 여보세요. 수요일 6시로 식당 예약 하려고 하는데 가능할가요?,수요일 6시은 예약이 다 찼습니다. 다른 날짜 가능하실까요?
아 그럼 예약은 못 할 것 같네요.,알겠습니다. 다음에 다시 예약 전화를 주세요.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네 차이나게이트 입니다. 예약 도와드릴까요?
수요일 11시 30분로 예약 가능할까요?,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
아 그렇군요. 예약 괜찮을 것 같습니다.,전화주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
아 여보세요. 수요일 10시로 예약 하려는데 가능한가요?,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
아 그렇군요. 예약 괜찮을 것 같습니다.,네. 다음에 뵙겠습니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
금요일 11시 30분로 예약 가능한가요?,기다려 주셔서 감사합니다. 확인해 보니 금요일 11시 30분은 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
아 그럼 예약은 못 할 것 같네요.,알겠습니다. 다음에 다시 예약 전화를 주세요.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. 금요일 오후 8시로 식당 예약 하려고 하는데 가능할가요?,금요일는 예약이 다 찼습니다. 다른 날짜 가능하실까요?
아 그렇군요. 예약 괜찮을 것 같습니다.,다른 날짜나 시간에 예약을 원하시면 언제든 연락 주세요. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네. 무엇을 도와드릴까요?
금요일 10시로 예약 하려구요.,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
아 그렇군요. 예약 괜찮을 것 같습니다.,전화주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
여보세요. 토요일 8시 40분로 식당 예약 하려고 하는데 가능할가요?,토요일 8시 40분은 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그럼 다음에 예약할게요.,"네, 다음에 예약을 원하실 때 편하게 연락주세요."
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
안녕하세요. 토요일 오후 4시 30분로 예약 가능한가요?,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
그렇군요. 그럼 다음에 예약하겠습니다.,알겠습니다. 다음에 다시 예약 전화를 주세요.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
여보세요. 목요일 오후 4시 30분로 예약 가능한가요?,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
아 그렇군요. 예약 괜찮을 것 같습니다.,예약을 도와드리지 못해 죄송합니다. 다음에 예약 전화를 주세요.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
금요일 8시 40분로 예약하고 싶은데 가능할까요?,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
그렇군요. 그럼 다음에 예약하겠습니다.,알겠습니다. 다음에 다시 예약 전화를 주세요.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
수요일 오후 7시 40분로 예약 가능한가요?,수요일는 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그럼 다음에 예약할게요.,네. 연락주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요 차이나게이트 입니다.
아 여보세요. 혹시 수요일 오후 8시로 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
그럼 다음에 예약할게요.,네. 다음에 뵙겠습니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
토요일 오후 4시 30분로 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
아 그럼 예약은 못 할 것 같네요.,다른 날짜나 시간에 예약을 원하시면 언제든 연락 주세요. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
목요일에 오후 7시 40분 예약 가능한가요?,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
그렇군요. 그럼 다음에 예약하겠습니다.,다른 날짜나 시간에 예약을 원하시면 언제든 연락 주세요. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
여보세요. 토요일 8시 40분로 예약 가능한가요?,기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
그럼 다음에 예약할게요.,알겠습니다. 다음에 다시 예약 전화를 주세요.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
여보세요. 수요일 오후 8시로 혹시 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
그렇군요. 그럼 다음에 예약하겠습니다.,다음에 뵐 수 있기를 기대하겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
수요일 오후 4시 30분로 예약 가능할까요?,수요일 오후 4시 30분은 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그렇군요. 그럼 다음에 예약하겠습니다.,다음에 뵐 수 있기를 기대하겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요 차이나게이트 입니다.
여보세요. 수요일 10시로 예약 가능한가요?,해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
그럼 다음에 예약할게요.,예약을 도와드리지 못해 죄송합니다. 다음에 예약 전화를 주세요.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 차이나게이트 입니다. 무엇을 도와드릴까요?
아 여보세요. 혹시 금요일 오후 4시 30분로 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
아 그럼 예약은 못 할 것 같네요.,네. 다음에 뵙겠습니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네. 무엇을 도와드릴까요?
여보세요. 수요일 오후 7시 40분로 예약 가능한가요?,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
아 그럼 예약은 못 할 것 같네요.,네. 다음에 뵙겠습니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요 차이나게이트 입니다.
아 여보세요. 토요일 8시 40분로 예약 가능한가요?,토요일 8시 40분은 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그렇군요. 그럼 다음에 예약하겠습니다.,전화주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
여보세요. 토요일 8시 40분로 예약 하려는데 가능한가요?,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
그럼 다음에 예약할게요.,전화주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요 차이나게이트 입니다.
여보세요. 목요일 6시 50분로 예약 가능한가요?,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
아 그럼 예약은 못 할 것 같네요.,전화주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요 차이나게이트 입니다.
아 여보세요. 수요일 11시 30분로 식당 예약 가능한가요?,수요일 11시 30분은 예약이 다 찼습니다. 다른 날짜 가능하실까요?
아 그렇군요. 예약 괜찮을 것 같습니다.,다음에 뵐 수 있기를 기대하겠습니다. 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네 차이나게이트 입니다. 예약 도와드릴까요?
수요일 6시 50분로 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
그렇군요. 그럼 다음에 예약하겠습니다.,전화주셔서 감사합니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네 차이나게이트 입니다. 예약 도와드릴까요?
여보세요. 목요일 오후 4시 30분로 식당 예약 하려고 하는데 가능할가요?,해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
아 그럼 예약은 못 할 것 같네요.,네. 다음에 뵙겠습니다.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
토요일 오후 8시로 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
아 그럼 예약은 못 할 것 같네요.,알겠습니다. 다음에 다시 예약 전화를 주세요.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,네 차이나게이트 입니다. 예약 도와드릴까요?
금요일 6시 50분로 예약 하려구요.,금요일는 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그럼 다음에 예약할게요.,알겠습니다. 다음에 다시 예약 전화를 주세요.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요 차이나게이트 입니다.
수요일 오후 7시 40분로 예약하고 싶은데 가능할까요?,기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
아 그렇군요. 예약 괜찮을 것 같습니다.,알겠습니다. 다음에 다시 예약 전화를 주세요.
예약,중식당
중식당,중식당 예약 주문 시작
중식당 예약 주문 시작,안녕하세요 차이나게이트 입니다.
안녕하세요. 목요일 6시 50분로 예약 가능한가요?,기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
그렇군요. 그럼 다음에 예약하겠습니다.,예약을 도와드리지 못해 죄송합니다. 다음에 예약 전화를 주세요.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,네 꼴두바우 입니다. 예약 도와드릴까요?
토요일 6시 50분로 예약을 하고 싶은데 가능할까요?,기다려 주셔서 감사합니다. 확인해 보니 토요일 6시 50분은 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
그럼 다음에 예약할게요.,"네, 다음에 예약을 원하실 때 편하게 연락주세요."
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
금요일 11시 30분로 예약 가능한가요?,기다려 주셔서 감사합니다. 확인해 보니 금요일 11시 30분은 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
아 그럼 예약은 못 할 것 같네요.,다음에 뵐 수 있기를 기대하겠습니다. 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
토요일 6시로 예약을 하고 싶은데 가능할까요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
그렇군요. 그럼 다음에 예약하겠습니다.,예약을 도와드리지 못해 죄송합니다. 다음에 예약 전화를 주세요.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,네. 무엇을 도와드릴까요?
토요일 6시 50분로 예약 가능할까요?,기다려 주셔서 감사합니다. 확인해 보니 토요일 6시 50분은 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
아 그럼 예약은 못 할 것 같네요.,다음에 뵐 수 있기를 기대하겠습니다. 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 꼴두바우 입니다. 무엇을 도와드릴까요?
수요일 6시 50분로 예약 가능한가요?,기다려 주셔서 감사합니다. 확인해 보니 수요일 6시 50분은 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
아 그렇군요. 예약 괜찮을 것 같습니다.,네. 다음에 뵙겠습니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요 꼴두바우 입니다.
여보세요. 토요일 오후 4시 30분로 예약 하려는데 가능한가요?,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
그럼 다음에 예약할게요.,다음에 뵐 수 있기를 기대하겠습니다. 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,네 꼴두바우 입니다. 예약 도와드릴까요?
아 여보세요. 목요일 8시 40분로 식당 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
그렇군요. 그럼 다음에 예약하겠습니다.,다음에 뵐 수 있기를 기대하겠습니다. 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 꼴두바우 입니다. 무엇을 도와드릴까요?
금요일 6시 식당 예약 가능한가요?,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
아 그렇군요. 예약 괜찮을 것 같습니다.,"네, 다음에 예약을 원하실 때 편하게 연락주세요."
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. 수요일 6시 50분로 예약 하려는데 가능한가요?,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
그렇군요. 그럼 다음에 예약하겠습니다.,다음에 뵐 수 있기를 기대하겠습니다. 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. 혹시 토요일 11시 30분로 예약 가능한가요?,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
그렇군요. 그럼 다음에 예약하겠습니다.,전화주셔서 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,네. 무엇을 도와드릴까요?
여보세요. 토요일 6시 50분로 식당 예약 하려고 하는데 가능할가요?,토요일 6시 50분은 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그럼 다음에 예약할게요.,"네, 다음에 예약을 원하실 때 편하게 연락주세요."
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요 꼴두바우 입니다.
금요일에 오후 4시 30분 예약 가능한가요?,금요일는 예약이 다 찼습니다. 다른 날짜 가능하실까요?
아 그렇군요. 예약 괜찮을 것 같습니다.,전화주셔서 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 꼴두바우 입니다. 무엇을 도와드릴까요?
안녕하세요. 목요일 오후 7시 40분로 식당 예약 가능한가요?,기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
그렇군요. 그럼 다음에 예약하겠습니다.,알겠습니다. 다음에 다시 예약 전화를 주세요.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
아 여보세요. 목요일 11시 30분로 예약 가능한가요?,기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
아 그렇군요. 예약 괜찮을 것 같습니다.,다음에 뵐 수 있기를 기대하겠습니다. 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요 꼴두바우 입니다.
금요일에 8시 40분 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
아 그럼 예약은 못 할 것 같네요.,전화주셔서 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 꼴두바우 입니다. 무엇을 도와드릴까요?
안녕하세요. 수요일 10시로 식당 예약 하려고 하는데,수요일 10시은 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그럼 다음에 예약할게요.,전화주셔서 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
금요일 6시 50분 식당 예약 가능한가요?,기다려 주셔서 감사합니다. 확인해 보니 금요일 6시 50분은 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
아 그럼 예약은 못 할 것 같네요.,알겠습니다. 다음에 다시 예약 전화를 주세요.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요 꼴두바우 입니다.
수요일 6시로 예약 하려구요.,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
그렇군요. 그럼 다음에 예약하겠습니다.,알겠습니다. 다음에 다시 예약 전화를 주세요.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요 꼴두바우 입니다.
금요일 오후 7시 40분로 예약하고 싶은데 가능할까요?,기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
그럼 다음에 예약할게요.,네. 다음에 뵙겠습니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요 꼴두바우 입니다.
목요일 11시 30분로 예약 하려구요.,목요일 11시 30분은 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그럼 다음에 예약할게요.,다음에 뵐 수 있기를 기대하겠습니다. 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,네. 무엇을 도와드릴까요?
아 여보세요. 목요일 오후 4시 30분로 식당 예약 하려고 하는데 가능할가요?,목요일 오후 4시 30분은 예약이 다 찼습니다. 다른 날짜 가능하실까요?
아 그럼 예약은 못 할 것 같네요.,알겠습니다. 다음에 다시 예약 전화를 주세요.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,네 꼴두바우 입니다. 예약 도와드릴까요?
수요일 오후 8시로 예약 가능할까요?,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
아 그렇군요. 예약 괜찮을 것 같습니다.,전화주셔서 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 꼴두바우 입니다. 무엇을 도와드릴까요?
아 여보세요. 금요일 10시로 예약 하려는데 가능한가요?,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
아 그렇군요. 예약 괜찮을 것 같습니다.,네. 다음에 뵙겠습니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 꼴두바우 입니다. 무엇을 도와드릴까요?
목요일 오후 4시 30분로 예약 가능한가요?,기다려 주셔서 감사합니다. 확인해 보니 목요일 오후 4시 30분은 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
아 그럼 예약은 못 할 것 같네요.,알겠습니다. 다음에 다시 예약 전화를 주세요.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. 목요일 오후 7시 40분로 식당 예약 하려고 하는데 가능할가요?,목요일는 예약이 다 찼습니다. 다른 날짜 가능하실까요?
아 그렇군요. 예약 괜찮을 것 같습니다.,다른 날짜나 시간에 예약을 원하시면 언제든 연락 주세요. 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,네. 무엇을 도와드릴까요?
금요일 6시 50분로 예약 하려구요.,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
아 그렇군요. 예약 괜찮을 것 같습니다.,전화주셔서 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
여보세요. 토요일 오후 4시 30분로 식당 예약 하려고 하는데 가능할가요?,토요일 오후 4시 30분은 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그럼 다음에 예약할게요.,"네, 다음에 예약을 원하실 때 편하게 연락주세요."
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 꼴두바우 입니다. 무엇을 도와드릴까요?
안녕하세요. 수요일 11시 30분로 예약 가능한가요?,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
그렇군요. 그럼 다음에 예약하겠습니다.,알겠습니다. 다음에 다시 예약 전화를 주세요.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
여보세요. 토요일 오후 8시로 예약 가능한가요?,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
아 그렇군요. 예약 괜찮을 것 같습니다.,예약을 도와드리지 못해 죄송합니다. 다음에 예약 전화를 주세요.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 꼴두바우 입니다. 무엇을 도와드릴까요?
토요일 오후 8시로 예약하고 싶은데 가능할까요?,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
그렇군요. 그럼 다음에 예약하겠습니다.,알겠습니다. 다음에 다시 예약 전화를 주세요.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 꼴두바우 입니다. 무엇을 도와드릴까요?
수요일 오후 8시로 예약 가능한가요?,수요일는 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그럼 다음에 예약할게요.,네. 연락주셔서 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요 꼴두바우 입니다.
아 여보세요. 혹시 목요일 6시 50분로 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
그럼 다음에 예약할게요.,네. 다음에 뵙겠습니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
수요일 6시로 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
아 그럼 예약은 못 할 것 같네요.,다른 날짜나 시간에 예약을 원하시면 언제든 연락 주세요. 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
금요일에 11시 30분 예약 가능한가요?,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
그렇군요. 그럼 다음에 예약하겠습니다.,다른 날짜나 시간에 예약을 원하시면 언제든 연락 주세요. 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
여보세요. 토요일 11시 30분로 예약 가능한가요?,기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
그럼 다음에 예약할게요.,알겠습니다. 다음에 다시 예약 전화를 주세요.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 꼴두바우 입니다. 무엇을 도와드릴까요?
여보세요. 금요일 10시로 혹시 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
그렇군요. 그럼 다음에 예약하겠습니다.,다음에 뵐 수 있기를 기대하겠습니다. 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 꼴두바우 입니다. 무엇을 도와드릴까요?
수요일 6시 50분로 예약 가능할까요?,수요일 6시 50분은 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그렇군요. 그럼 다음에 예약하겠습니다.,다음에 뵐 수 있기를 기대하겠습니다. 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요 꼴두바우 입니다.
여보세요. 금요일 6시로 예약 가능한가요?,해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
그럼 다음에 예약할게요.,예약을 도와드리지 못해 죄송합니다. 다음에 예약 전화를 주세요.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 꼴두바우 입니다. 무엇을 도와드릴까요?
아 여보세요. 혹시 토요일 10시로 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
아 그럼 예약은 못 할 것 같네요.,네. 다음에 뵙겠습니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,네. 무엇을 도와드릴까요?
여보세요. 토요일 오후 7시 40분로 예약 가능한가요?,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
아 그럼 예약은 못 할 것 같네요.,네. 다음에 뵙겠습니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요 꼴두바우 입니다.
아 여보세요. 토요일 오후 4시 30분로 예약 가능한가요?,토요일 오후 4시 30분은 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그렇군요. 그럼 다음에 예약하겠습니다.,전화주셔서 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
여보세요. 수요일 10시로 예약 하려는데 가능한가요?,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
그럼 다음에 예약할게요.,전화주셔서 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요 꼴두바우 입니다.
여보세요. 금요일 6시 50분로 예약 가능한가요?,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
