손님,직원
네 감사합니다.,맞아요. 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요 꼴두바우 입니다.
"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?",그럼 토요일 가능할까요?
네 토요일 가능합니다. 토요일 오후 12시 30분 5명로 예약 도와드리겠습니다.,네 맞아요. 감사합니다.
네. 예약해주셔서 감사합니다.,네 맞아요. 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 꼴두바우 입니다. 무엇을 도와드릴까요?
월요일는 예약이 다 찼습니다. 혹시 다른 날짜 가능하실까요?,그렇군요. 그럼 화요일로 바꿀게요.
"화요일이고, 확인하번 부탁드립니다. 화요일 오후 3시 10분 3명 맞으실까요?",네 맞습니다. 감사합니다.
알겠습니다. 감사합니다.,네 맞아요. 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요 꼴두바우 입니다.
일요일는 예약이 다 찼습니다. 혹시 다른 날짜 가능하실까요?,어. 혹시 토요일가 가능할까요?
"화요일이고, 확인하번 부탁드립니다. 월요일 오후 3시 10분 5명 맞으실까요?",네 맞아요. 감사합니다.
예약 완료 되었습니다. 예약 해주셔서 감사합니다.,맞아요. 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,안녕하세요. 꼴두바우 입니다. 무엇을 도와드릴까요?
해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?,그렇군요. 그럼 토요일로 할게요.
네 가능합니다. 토요일 3시 2명 맞으실까요?,네 맞아요. 감사합니다.
예약해주셔서 감사합니다.,맞아요. 감사합니다.
예약,막창
막창,막창 예약 주문 시작
막창 예약 주문 시작,네 꼴두바우 입니다. 예약 도와드릴까요?
"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?",그렇군요. 그럼 월요일로 할게요.
"화요일이고, 확인하번 부탁드립니다. 월요일 6시 50분 3명 맞으실까요?",맞아요. 감사합니다.
알겠습니다. 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요 상린 입니다.
"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?",그렇군요. 그럼 일요일로 바꿀게요.
네 토요일 가능합니다. 일요일 3시 5명로 예약 도와드리겠습니다.,맞아요. 감사합니다.
네 감사합니다.,맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네 상린 입니다. 예약 도와드릴까요?
화요일는 예약이 다 찼습니다. 혹시 다른 날짜 가능하실까요?,그럼 토요일 가능할까요?
네 가능합니다. 토요일 3시 5명 맞으실까요?,네 맞아요. 감사합니다.
알겠습니다. 감사합니다.,맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 상린 입니다. 무엇을 도와드릴까요?
"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?",그렇군요. 그럼 토요일로 할게요.
확인했습니다. 토요일 3시 2명으로 예약했습니다.,네 맞아요.
예약 완료 되었습니다. 예약 해주셔서 감사합니다.,네 맞아요.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요 상린 입니다.
기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?,그렇군요. 그럼 토요일로 할게요.
네 가능합니다. 월요일 6시 10분 5명 맞으실까요?,네 맞습니다. 감사합니다.
예약 완료 되었습니다. 예약 해주셔서 감사합니다.,네 맞아요.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
월요일는 예약이 다 찼습니다. 혹시 다른 날짜 가능하실까요?,그럼 화요일 가능할까요?
네 화요일 가능합니다. 월요일 10시 50분 2명로 예약 도와드리겠습니다.,네 맞아요. 감사합니다.
확인했습니다. 예약해주셔서 감사합니다.,네 맞습니다. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요 상린 입니다.
"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?",그렇군요. 그럼 화요일로 할게요.
네 화요일 가능합니다. 일요일 10시 50분 2명로 예약 도와드리겠습니다.,네 맞습니다. 감사합니다.
확인했습니다. 예약해주셔서 감사합니다.,맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요 상린 입니다.
기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?,어. 혹시 일요일가 가능할까요?
"토요일이고, 확인하번 부탁드립니다. 월요일 6시 50분 2명 맞으실까요?",네 맞습니다. 감사합니다.
네 감사합니다.,맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?",어. 혹시 일요일가 가능할까요?
확인했습니다. 일요일 10시 50분 5명으로 예약했습니다.,맞아요. 감사합니다.
예약 완료 되었습니다. 예약 해주셔서 감사합니다.,네 맞습니다. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?,그럼 월요일로 변경할게요.
확인했습니다. 화요일 3시 2명으로 예약했습니다.,네 맞아요. 감사합니다.
확인했습니다. 예약해주셔서 감사합니다.,네 맞습니다. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?,그럼 일요일 가능할까요?
네 토요일 가능합니다. 일요일 10시 50분 5명로 예약 도와드리겠습니다.,네 맞습니다. 감사합니다.
예약 완료 되었습니다. 예약 해주셔서 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네 상린 입니다. 예약 도와드릴까요?
"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?",어. 혹시 월요일가 가능할까요?
"일요일이고, 확인하번 부탁드립니다. 일요일 6시 50분 2명 맞으실까요?",네 맞아요. 감사합니다.
네 감사합니다.,맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
화요일는 예약이 다 찼습니다. 혹시 다른 날짜 가능하실까요?,어. 혹시 일요일가 가능할까요?
확인했습니다. 일요일 오후 6시 5명으로 예약했습니다.,네 맞습니다. 감사합니다.
네. 예약해주셔서 감사합니다.,네 맞아요.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 상린 입니다. 무엇을 도와드릴까요?
"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?",어. 혹시 화요일가 가능할까요?
확인했습니다. 화요일 6시 50분 2명으로 예약했습니다.,맞아요. 감사합니다.
확인했습니다. 예약해주셔서 감사합니다.,네 맞아요.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네 상린 입니다. 예약 도와드릴까요?
말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?,그렇군요. 그럼 화요일로 바꿀게요.
네 가능합니다. 토요일 6시 10분 3명 맞으실까요?,네 맞아요.
확인했습니다. 예약해주셔서 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?,그렇군요. 그럼 일요일로 할게요.
네 가능합니다. 일요일 10시 50분 2명 맞으실까요?,네 맞습니다. 감사합니다.
네 감사합니다.,맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 상린 입니다. 무엇을 도와드릴까요?
토요일는 예약이 다 찼습니다. 혹시 다른 날짜 가능하실까요?,그렇군요. 그럼 일요일로 바꿀게요.
네 가능합니다. 화요일 3시 5명 맞으실까요?,네 맞아요. 감사합니다.
예약해주셔서 감사합니다.,네 맞아요.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네 상린 입니다. 예약 도와드릴까요?
월요일는 예약이 다 찼습니다. 혹시 다른 날짜 가능하실까요?,어. 혹시 월요일가 가능할까요?
"화요일이고, 확인하번 부탁드립니다. 일요일 오후 3시 10분 3명 맞으실까요?",맞아요. 감사합니다.
예약 완료 되었습니다. 예약 해주셔서 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?,그렇군요. 그럼 일요일로 바꿀게요.
"월요일이고, 확인하번 부탁드립니다. 일요일 6시 50분 2명 맞으실까요?",네 맞아요. 감사합니다.
알겠습니다. 감사합니다.,네 맞습니다. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?,그렇군요. 그럼 월요일로 바꿀게요.
네 가능합니다. 일요일 오후 12시 30분 5명 맞으실까요?,네 맞아요.
예약해주셔서 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?,그렇군요. 그럼 일요일로 바꿀게요.
네 가능합니다. 일요일 3시 3명 맞으실까요?,맞아요. 감사합니다.
알겠습니다. 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요 상린 입니다.
기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?,그럼 토요일 가능할까요?
네 일요일 가능합니다. 화요일 오후 6시 2명로 예약 도와드리겠습니다.,네 맞아요.
네. 예약해주셔서 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요 상린 입니다.
말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?,그럼 월요일로 변경할게요.
네 토요일 가능합니다. 일요일 10시 50분 3명로 예약 도와드리겠습니다.,네 맞습니다. 감사합니다.
네. 예약해주셔서 감사합니다.,네 맞습니다. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?,그렇군요. 그럼 화요일로 바꿀게요.
네 가능합니다. 일요일 6시 10분 2명 맞으실까요?,맞아요. 감사합니다.
예약 완료 되었습니다. 예약 해주셔서 감사합니다.,네 맞아요.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요 상린 입니다.
기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?,그럼 토요일 가능할까요?
"월요일이고, 확인하번 부탁드립니다. 화요일 3시 5명 맞으실까요?",맞아요. 감사합니다.
네 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?",그럼 토요일로 변경할게요.
"월요일이고, 확인하번 부탁드립니다. 화요일 오후 12시 30분 3명 맞으실까요?",네 맞습니다. 감사합니다.
네 감사합니다.,맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네 상린 입니다. 예약 도와드릴까요?
기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?,그렇군요. 그럼 화요일로 바꿀게요.
"월요일이고, 확인하번 부탁드립니다. 화요일 오후 6시 5명 맞으실까요?",맞아요. 감사합니다.
알겠습니다. 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요 상린 입니다.
"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?",그럼 토요일 가능할까요?
네 가능합니다. 토요일 6시 10분 2명 맞으실까요?,네 맞아요.
네 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?,그렇군요. 그럼 화요일로 바꿀게요.
네 가능합니다. 일요일 3시 3명 맞으실까요?,네 맞아요. 감사합니다.
확인했습니다. 예약해주셔서 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?",그렇군요. 그럼 월요일로 할게요.
"월요일이고, 확인하번 부탁드립니다. 화요일 10시 50분 5명 맞으실까요?",네 맞아요. 감사합니다.
확인했습니다. 예약해주셔서 감사합니다.,맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?,그럼 화요일 가능할까요?
확인했습니다. 일요일 3시 3명으로 예약했습니다.,네 맞습니다. 감사합니다.
네 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 상린 입니다. 무엇을 도와드릴까요?
"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?",그렇군요. 그럼 토요일로 할게요.
확인했습니다. 월요일 오후 6시 3명으로 예약했습니다.,네 맞아요. 감사합니다.
네 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 상린 입니다. 무엇을 도와드릴까요?
기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?,그렇군요. 그럼 토요일로 할게요.
확인했습니다. 토요일 10시 50분 5명으로 예약했습니다.,맞아요. 감사합니다.
확인했습니다. 예약해주셔서 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?,그럼 토요일로 변경할게요.
"토요일이고, 확인하번 부탁드립니다. 토요일 오후 6시 2명 맞으실까요?",네 맞습니다. 감사합니다.
네 감사합니다.,맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 상린 입니다. 무엇을 도와드릴까요?
"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?",그럼 화요일로 변경할게요.
네 일요일 가능합니다. 월요일 오후 3시 10분 2명로 예약 도와드리겠습니다.,네 맞아요.
확인했습니다. 예약해주셔서 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?,그렇군요. 그럼 월요일로 할게요.
네 일요일 가능합니다. 토요일 오후 6시 3명로 예약 도와드리겠습니다.,네 맞습니다. 감사합니다.
네 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?",그렇군요. 그럼 월요일로 할게요.
네 일요일 가능합니다. 일요일 오후 12시 30분 5명로 예약 도와드리겠습니다.,네 맞아요.
확인했습니다. 예약해주셔서 감사합니다.,네 맞아요.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?,그렇군요. 그럼 화요일로 할게요.
확인했습니다. 화요일 6시 50분 5명으로 예약했습니다.,네 맞아요. 감사합니다.
예약해주셔서 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네 상린 입니다. 예약 도와드릴까요?
화요일는 예약이 다 찼습니다. 혹시 다른 날짜 가능하실까요?,그렇군요. 그럼 일요일로 할게요.
네 가능합니다. 월요일 6시 10분 5명 맞으실까요?,네 맞아요.
네. 예약해주셔서 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?,그럼 토요일로 변경할게요.
네 화요일 가능합니다. 월요일 오후 3시 10분 5명로 예약 도와드리겠습니다.,네 맞아요. 감사합니다.
네. 예약해주셔서 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?,그럼 월요일로 변경할게요.
확인했습니다. 화요일 6시 10분 5명으로 예약했습니다.,네 맞습니다. 감사합니다.
확인했습니다. 예약해주셔서 감사합니다.,네 맞습니다. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?",어. 혹시 화요일가 가능할까요?
확인했습니다. 일요일 3시 3명으로 예약했습니다.,맞아요. 감사합니다.
예약 완료 되었습니다. 예약 해주셔서 감사합니다.,맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요 상린 입니다.
해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?,그렇군요. 그럼 토요일로 할게요.
네 토요일 가능합니다. 토요일 오후 3시 10분 2명로 예약 도와드리겠습니다.,네 맞아요. 감사합니다.
예약해주셔서 감사합니다.,네 맞아요.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
월요일는 예약이 다 찼습니다. 혹시 다른 날짜 가능하실까요?,그렇군요. 그럼 화요일로 바꿀게요.
네 화요일 가능합니다. 토요일 오후 12시 30분 3명로 예약 도와드리겠습니다.,네 맞아요.
알겠습니다. 감사합니다.,네 맞습니다. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
기다려 주셔서 감사합니다. 확인해 보니 해당 날짜는 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?,그럼 월요일 가능할까요?
확인했습니다. 월요일 오후 12시 30분 5명으로 예약했습니다.,네 맞아요. 감사합니다.
예약해주셔서 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
토요일는 예약이 다 찼습니다. 혹시 다른 날짜 가능하실까요?,그럼 월요일 가능할까요?
확인했습니다. 월요일 3시 2명으로 예약했습니다.,맞아요. 감사합니다.
네 감사합니다.,맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요 상린 입니다.
"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?",그럼 토요일 가능할까요?
네 토요일 가능합니다. 일요일 오후 6시 2명로 예약 도와드리겠습니다.,네 맞아요. 감사합니다.
네. 예약해주셔서 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 상린 입니다. 무엇을 도와드릴까요?
토요일는 예약이 다 찼습니다. 혹시 다른 날짜 가능하실까요?,그렇군요. 그럼 월요일로 바꿀게요.
"월요일이고, 확인하번 부탁드립니다. 일요일 7시 2명 맞으실까요?",네 맞습니다. 감사합니다.
알겠습니다. 감사합니다.,네 맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요 상린 입니다.
일요일는 예약이 다 찼습니다. 혹시 다른 날짜 가능하실까요?,어. 혹시 토요일가 가능할까요?
"화요일이고, 확인하번 부탁드립니다. 월요일 6시 10분 5명 맞으실까요?",네 맞아요. 감사합니다.
예약 완료 되었습니다. 예약 해주셔서 감사합니다.,맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 상린 입니다. 무엇을 도와드릴까요?
해당 날짜는 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?,그렇군요. 그럼 일요일로 할게요.
네 가능합니다. 일요일 오후 6시 5명 맞으실까요?,네 맞아요. 감사합니다.
예약해주셔서 감사합니다.,맞아요. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네 상린 입니다. 예약 도와드릴까요?
"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?",그렇군요. 그럼 토요일로 할게요.
"토요일이고, 확인하번 부탁드립니다. 화요일 오후 3시 10분 2명 맞으실까요?",맞아요. 감사합니다.
알겠습니다. 감사합니다.,네 맞아요. 감사합니다.
